id,name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,estimated_annual_revenue
1171037356270175244,Mimico private bedroom getaway,Unknown,Mimico (includes Humber Bay Shores),Private room,55.0,28.0,4,0.18,1,89,396.00000000000006
1171039543636693178,Downtown Toronto Waterfront Condo with Lake View,Unknown,Waterfront Communities-The Island,Entire home/apt,125.0,28.0,38,1.79,1,182,8950.000000000002
1171115543136387426,"Luxury 3BR Suite w Free Parking-CN, Convention Cnt",Unknown,Waterfront Communities-The Island,Entire home/apt,594.0,2.0,63,3.0,1,163,71280.0
1171184966930741805,Upscale 1BR Suite • Amazing Views • Free Parking,Unknown,Waterfront Communities-The Island,Entire home/apt,495.0,1.0,55,2.57,1,333,50886.0
1171215095096831210,"Artsy Queen West Home w/ Garden, Parking, Piano",Unknown,Trinity-Bellwoods,Entire home/apt,432.0,28.0,0,0.0,2,227,0.0
1171312353745731302,"Little Cute Jr. 1BR Apt - location, superclean!",Unknown,Caledonia-Fairbank,Entire home/apt,89.0,28.0,5,0.25,2,119,890.0
1171660007885633701,Beautiful Apartment in The Annex,Unknown,Annex,Private room,181.0,2.0,7,0.33,3,260,2389.2000000000003
1171674130673669310,Cozy Apt w/CN Tower & 2 Mins to Roger’s Center,Unknown,Waterfront Communities-The Island,Entire home/apt,459.0,2.0,71,3.36,1,76,61689.600000000006
1171688325194115951,Luxury Modern Suite | Prime Location & View,Unknown,Annex,Entire home/apt,349.0,2.0,37,1.72,1,119,24011.200000000004
1171759436205073965,Coolest Loft in Toronto!,Unknown,South Riverdale,Entire home/apt,179.0,28.0,3,0.23,1,323,1646.8000000000002
1171765917945939462,Studio condo in Heart of Toronto,Unknown,Bay Street Corridor,Entire home/apt,394.0,1.0,33,1.58,1,53,24900.800000000003
1171999783589721285,324-21,Unknown,York University Heights,Private room,30.0,28.0,0,0.0,109,196,0.0
1172040074969227433,Toronto’s finest,Unknown,Corso Italia-Davenport,Private room,183.0,1.0,48,2.23,1,235,16323.6
1172056696364491062,City View 2 Bedroom,Unknown,Rosedale-Moore Park,Entire home/apt,129.0,28.0,2,0.13,4,178,670.8000000000001
1172411089394221204,Stunning Luxury Condo Yorkville Ave.,Unknown,Annex,Entire home/apt,155.0,1.0,39,2.17,1,347,13454.0
1172458469120507669,1BR + Den • Urban Retreat • Prime Spot • Parking,Unknown,Waterfront Communities-The Island,Entire home/apt,249.0,2.0,42,1.94,1,65,19322.4
1172470258182872624,"Beautiful Family Home, Outdoor Hot-Tub Open 365Day",Unknown,Bathurst Manor,Entire home/apt,189.0,28.0,16,0.76,1,90,5745.600000000001
1172500029685091636,Luxury Condo | Eat Play Work @ The Well,Unknown,Waterfront Communities-The Island,Entire home/apt,143.0,30.0,9,0.46,1,149,2631.2000000000003
1172525039303527072,"Big House Motel, Big Room #206 ensuite washroom",Unknown,Newtonbrook East,Private room,50.0,28.0,3,0.14,2,89,280.0
1172686145728952335,1Bed 1Bath,Unknown,Little Portugal,Entire home/apt,127.0,28.0,0,0.0,1,89,0.0
1172728285643305354,Toronto Condo - Free Parking!,Unknown,Mimico (includes Humber Bay Shores),Entire home/apt,133.0,28.0,19,0.93,1,355,4947.6
1172728966049897504,Stylish & Classy Suite -> 5 mins to Dundas Square,Unknown,Moss Park,Entire home/apt,368.0,2.0,37,1.77,2,11,26054.400000000005
1172809478921356016,Nikki’s Home,Unknown,Rouge,Private room,119.0,28.0,0,0.0,1,269,0.0
1173129011095484573,Yonge & Eglinton Condo Near Sunnybrook Hospital,Unknown,Mount Pleasant West,Entire home/apt,109.0,28.0,4,0.21,5,104,915.6
1173178144016710612,Bright Laneway House,Unknown,Dovercourt-Wallace Emerson-Junction,Entire home/apt,399.0,1.0,52,2.52,1,101,40219.200000000004
1173184460728353582,Fully private room with niceview,Unknown,Birchcliffe-Cliffside,Private room,75.0,28.0,0,0.0,1,90,0.0
1173209158151909197,DT 1BR w/ Rogers Centre & CN Tower View + Parking,Unknown,Waterfront Communities-The Island,Entire home/apt,258.0,2.0,46,2.16,1,164,22291.2
1173211621619514111,Garret's Stylish Home in Leslieville,Unknown,South Riverdale,Entire home/apt,506.0,3.0,7,0.35,1,81,7083.999999999999
1173359193282241220,Toronto Lakeview Condo w Free parking,Unknown,Niagara,Entire home/apt,234.0,28.0,13,0.6,1,79,5616.0
1173415191227759313,Condo in Yorkville - Newly Furnished Luxury Unit,Unknown,Annex,Entire home/apt,256.0,1.0,53,2.48,2,148,25395.2
1173445505142188172,St.Lawrence Market 2bedroom2bed+1 sofabed 2Full WC,Unknown,Moss Park,Entire home/apt,122.0,28.0,6,0.3,1,102,1464.0
1173473715383404364,LakeView 2Bdrms/2Baths w/3 real beds&parking,Unknown,Waterfront Communities-The Island,Entire home/apt,450.0,1.0,60,2.83,1,167,50940.0
1173480449502062237,"Modern 2 BR Style + Parking, CN Tower",Unknown,Waterfront Communities-The Island,Entire home/apt,375.0,1.0,49,2.31,1,28,34650.0
1173513165976282884,"2B / Castle View Room, Heritage Coliving house",Unknown,Casa Loma,Private room,84.0,5.0,0,0.0,9,191,0.0
1173524480332912140,Contemporary 2BR Condo + Gym + Free Parking,Unknown,Mimico (includes Humber Bay Shores),Entire home/apt,126.0,28.0,10,0.51,1,215,2570.4
1173803080745104555,Modern Apartment near Rogers Centre with Parking,Unknown,Waterfront Communities-The Island,Entire home/apt,429.0,2.0,45,2.15,1,90,36894.0
1173892941703929026,"Ideally located Apartment in 
North York",Unknown,Humber Summit,Entire home/apt,193.0,3.0,1,0.05,1,63,386.0000000000001
1173956831757476806,Teal Tranquility - Female Only!,Unknown,Regent Park,Private room,65.0,28.0,2,0.13,1,273,338.0
1173969454141317728,Private walkout  unit,Unknown,Westminster-Branson,Entire home/apt,66.0,28.0,5,0.31,2,110,818.4
1173972821470732684,Luxury 2 Bedroom Yorkville Condo Best Area + Gym!,Unknown,Church-Yonge Corridor,Entire home/apt,320.0,1.0,72,3.56,1,214,45568.0
1174013824027025552,2 BDRM/2BTH with Parking/Union Station/ACC,Unknown,Waterfront Communities-The Island,Entire home/apt,589.0,1.0,47,2.23,1,92,52538.8
1174019499793388446,Colourful and Quiet in Midtown,Unknown,Leaside-Bennington,Entire home/apt,189.0,2.0,19,0.91,1,138,6879.599999999999
1174066444953719978,TOR - Cozy 1st floor Apartment in Downtown Toronto,Unknown,Oakwood Village,Entire home/apt,68.0,29.0,4,0.27,9,235,734.4000000000001
1174147850162027372,Lux 7 Bedroom Home [Near Rogers Stadium/Downsview],Unknown,Bathurst Manor,Entire home/apt,414.0,2.0,59,2.78,1,228,46036.8
1174193128232549878,Cozy room,Unknown,Mount Pleasant West,Private room,128.0,3.0,4,0.19,2,365,972.8000000000002
1174194612233100154,Spacious Lakeview Condo,Unknown,Waterfront Communities-The Island,Entire home/apt,274.0,1.0,93,4.73,1,214,51840.8
1174710979012427712,Spacious one-bedroom St. Clair West apartment,Unknown,Humewood-Cedarvale,Entire home/apt,27.0,100.0,0,0.0,1,355,0.0
1174784730633609888,Newly renovated units await!,Unknown,South Riverdale,Entire home/apt,83.0,30.0,5,0.25,10,208,830.0
1174801444062405212,Newly renovated sweet home,Unknown,South Riverdale,Entire home/apt,84.0,28.0,6,0.32,10,269,1075.2
1174956074805382992,Room in Downtown Toronto.,Unknown,Kensington-Chinatown,Private room,60.0,28.0,0,0.0,1,269,0.0
1175312898098326406,Annex-Yorkville House,Unknown,Annex,Entire home/apt,449.0,28.0,0,0.0,1,365,0.0
1175318165968964032,Chic 1BR+Den Condo Near ROM & CN Tower,Unknown,Annex,Entire home/apt,286.0,1.0,50,2.33,1,145,26655.2
1175388787778815708,"Beautiful apartment in Leslieville, TorontoBeaches",Unknown,Greenwood-Coxwell,Entire home/apt,293.0,2.0,57,2.68,1,289,31409.600000000006
1175813734620192255,Apartment in Downtown Toronto w/ Private Terrace,Unknown,Church-Yonge Corridor,Entire home/apt,383.0,1.0,26,2.74,1,43,41976.8
1176012612463753934,Upscale Private Room W/Own Washroom & FreeParking,Unknown,Moss Park,Private room,411.0,1.0,37,2.01,2,70,33044.399999999994
1176136153634182360,Family Home in the Heart of T.O.,Unknown,Church-Yonge Corridor,Entire home/apt,105.0,60.0,0,0.0,1,358,0.0
1176315372060023368,Single Room with Shared Bathroom A1,Unknown,Kensington-Chinatown,Private room,391.0,29.0,0,0.0,1,270,0.0
1176338204874730533,"Modern 1+Den, 2 Bath, King St W",Unknown,Waterfront Communities-The Island,Entire home/apt,380.0,2.0,54,2.54,1,149,38608.0
1176383985479033418,Spacious room @North York,Unknown,Parkwoods-Donalda,Private room,56.0,28.0,10,0.47,3,365,1052.8
1176412924909881362,Cozy 2BR - 5 min to CN Tower - FREE Parking,Unknown,Waterfront Communities-The Island,Entire home/apt,329.0,1.0,36,1.7,1,325,22372.0
1176458772969832337,Stunning CN Tower View - 3 Beds - Outdoor Dining,Unknown,Kensington-Chinatown,Entire home/apt,431.0,1.0,57,2.73,1,330,47065.200000000004
1176747290902165758,Spacious Studio in the Heart of Downtown Toronto,Unknown,Niagara,Entire home/apt,290.0,2.0,75,3.53,1,318,40948.00000000001
1176823698551880925,Superb Room In downtown bungalow #1,Unknown,Trinity-Bellwoods,Private room,53.0,28.0,6,0.3,3,77,636.0
1176839127520070478,Superb Room In Downtown bungalow #3,Unknown,Trinity-Bellwoods,Private room,53.0,28.0,4,0.21,3,46,445.20000000000005
1176906110366569499,Sunny & Modern Escape Near Yorkville,Unknown,North St.James Town,Entire home/apt,494.0,1.0,47,2.56,1,131,50585.600000000006
1176924832903716570,Corner Suite Apartment + Queen Bed,Unknown,Waterfront Communities-The Island,Entire home/apt,275.0,1.0,37,1.99,1,275,21890.0
1176934168687508166,65th Floor Corner Luxury Condo | Next to CN Tower,Unknown,Waterfront Communities-The Island,Entire home/apt,350.0,1.0,105,4.98,1,73,69720.0
1176997004843827509,A cozy room on Queen street East,Unknown,South Riverdale,Private room,127.0,2.0,47,2.35,1,89,11938.000000000002
1177137149912329510,Private Room 6 Mins from Airport,Unknown,West Humber-Clairville,Private room,97.0,2.0,12,0.6,2,364,2328.0
1177181506674235284,Private Double Room with pool near subway,Unknown,Forest Hill North,Private room,50.0,28.0,3,0.31,2,363,620.0
1177429914868452044,Comfortable double room with private bathroom,Unknown,Mimico (includes Humber Bay Shores),Private room,44.0,28.0,0,0.0,2,90,0.0
1177483450536565097,NEW | Luxury Condo | Core DT | UofT | Parking,Unknown,Bay Street Corridor,Entire home/apt,485.0,1.0,40,1.91,2,223,37053.99999999999
1177628763029586346,Chic 1-Bdrm Suite Steps to The Beaches & Boardwalk,Unknown,The Beaches,Entire home/apt,327.0,2.0,28,1.32,1,138,17265.600000000002
1177683210332394256,Cozy Parkdale Studio,Unknown,Roncesvalles,Entire home/apt,271.0,1.0,30,1.43,1,103,15501.2
1177694193200103283,"3 bdrms, 2 floors @ CN Tower",Unknown,Waterfront Communities-The Island,Entire home/apt,565.0,1.0,14,0.69,4,217,15593.999999999998
1177699911563971601,Room 1-2,Unknown,Newtonbrook East,Private room,66.0,2.0,16,0.75,2,44,1980.0
1177837956793328943,Basement Apartment - Yard Access,Unknown,Greenwood-Coxwell,Entire home/apt,60.0,28.0,1,0.05,1,113,120.00000000000003
1178155399501708203,Beautifully Renovated Apartment - Yorkdale,Unknown,Bathurst Manor,Entire home/apt,306.0,1.0,35,3.67,3,100,44920.8
1178298338199524144,TOR - Downtown Cozy Studio near Lansdowne Subway,Unknown,Dovercourt-Wallace Emerson-Junction,Entire home/apt,68.0,29.0,6,0.3,9,197,816.0
1178302624081957681,FIFA Location! Stylish Downtown Condo w Lake Views,Unknown,Waterfront Communities-The Island,Entire home/apt,214.0,5.0,87,4.1,2,183,35096.0
1178340062528391601,Lum The Queen | Superior Two-Bedroom Apartment,Unknown,South Riverdale,Entire home/apt,344.0,1.0,35,1.99,6,341,27382.399999999998
1178350000370175125,Lum The Queen | Two-Bedroom Apartment,Unknown,South Riverdale,Entire home/apt,194.0,1.0,52,2.47,6,344,19167.2
1178351907170495014,Lum The Queen | Two-Bedroom Apartment w/ City View,Unknown,South Riverdale,Entire home/apt,239.0,1.0,40,2.29,6,351,21892.4
1178352944759596945,Lum The Queen | Superior One-Bedroom Apartment,Unknown,South Riverdale,Entire home/apt,279.0,1.0,28,1.36,6,356,15177.600000000002
1178417433631663608,Yorkville Loft w Rooftop Patio- Monthly Rental 302,Unknown,Annex,Entire home/apt,328.0,28.0,5,0.32,3,327,4198.400000000001
1178418958501699751,Bojana’s Place,Unknown,Eringate-Centennial-West Deane,Private room,149.0,28.0,12,0.58,2,270,3456.7999999999997
1178431704829978847,"New, bright & spacious home in Leslieville/Beaches",Unknown,Greenwood-Coxwell,Entire home/apt,112.0,28.0,0,0.0,2,74,0.0
1178466307508412736,Double  Room-York Unv Subway-5 min,Unknown,York University Heights,Private room,169.0,1.0,2,0.1,2,256,676.0000000000001
1178563140388895628,TorontoMbest home queen bed with private bathroom,Unknown,Mimico (includes Humber Bay Shores),Private room,41.0,28.0,1,0.27,2,263,442.8
1178567256943106344,Stunning Condo 2 Bdr 2 Washroom Right by the Lake,Unknown,Niagara,Entire home/apt,189.0,28.0,2,0.3,2,311,2268.0
1178757711278074266,Charming Apartment w/ Downtown Access!,Unknown,Palmerston-Little Italy,Entire home/apt,507.0,28.0,0,0.0,9,288,0.0
1178854794798274234,Bright Cozy 1BR | Work-From-Home Friendly,Unknown,North St.James Town,Entire home/apt,196.0,1.0,28,1.41,1,67,11054.4
1178898969819772896,Downtown Annex Retreat +1 BDR parking optional,Unknown,Annex,Entire home/apt,85.0,30.0,3,0.29,3,132,986.0
1178907164787072148,Modern Studio in prime Bloor & Dovercourt,Unknown,Dufferin Grove,Entire home/apt,76.0,28.0,8,0.51,2,151,1550.4
1179019079164744302,Cityview in the Sky 2Bdrms/2.5Baths 5realbeds,Unknown,Waterfront Communities-The Island,Entire home/apt,695.0,1.0,85,4.09,1,88,113702.0
1179043283374244882,Cozy Lux Private Suite w/ Free Parking,Unknown,Palmerston-Little Italy,Private room,271.0,2.0,99,4.62,2,56,50080.8
1179061454259534540,Condo in Toronto Entertainment District,Unknown,Waterfront Communities-The Island,Entire home/apt,285.0,2.0,49,2.52,1,201,28728.000000000004
1179074789199546484,New Renovation Quite Soft bed,Unknown,Steeles,Private room,80.0,28.0,1,0.05,2,365,160.00000000000003
1179081658762809831,FIFA Location! New 40+ Floor Direct CN Tower View,Unknown,Waterfront Communities-The Island,Entire home/apt,270.0,1.0,70,3.28,1,119,35424.00000000001
1179130582075491531,#1 Convvy-nient Residence! Alpha Room,Unknown,Mount Dennis,Private room,46.0,28.0,24,1.13,3,365,2079.2
1179183949549723106,Tu cuartico en Toronto,Unknown,Englemount-Lawrence,Private room,70.0,3.0,61,2.92,2,294,8176.0
1179273331269391286,Rose’s place,Unknown,Dovercourt-Wallace Emerson-Junction,Private room,29.0,60.0,0,0.0,2,318,0.0
1179293268139390701,Apartment in Fort York BMO field walking distance,Unknown,Niagara,Entire home/apt,280.0,2.0,92,4.45,1,111,49840.00000000001
1179701694851942400,Centrally Located in Safe and Quiet Neighbourhood,Unknown,Leaside-Bennington,Private room,52.0,28.0,1,0.33,1,364,686.4000000000001
1179729681116386673,Beautiful 1BR Condo Coveted Yorkville!,Unknown,Annex,Entire home/apt,319.0,1.0,22,1.09,1,356,13908.400000000003
1180315467192302901,Steps away from Downtown Toronto. Free Gym & Pool,Unknown,Rosedale-Moore Park,Entire home/apt,77.0,28.0,4,0.2,1,355,616.0000000000001
1180441776513876402,26-13 - Room in York with shared bathroom,Unknown,York University Heights,Private room,34.0,28.0,1,0.27,109,104,367.20000000000005
1180552457490928526,Chic and airy 2 bedroom suite with ample space!,Unknown,Parkwoods-Donalda,Entire home/apt,120.0,28.0,85,4.37,1,365,20976.0
1180625073816993374,Bright & New 2 Beds Near Subway,Unknown,Playter Estates-Danforth,Entire home/apt,246.0,1.0,98,4.61,1,181,45362.40000000001
1180672723651058120,Spacious apt with parking near Seneca college,Unknown,Hillcrest Village,Private room,149.0,1.0,81,3.89,1,324,23184.399999999998
1180703295864768109,Designer 2BR & Study with spectacular city views,Unknown,Waterfront Communities-The Island,Entire home/apt,224.0,28.0,3,0.15,1,355,1344.0
1181168840249662049,* Modern 2+2 condo downtown TO *,Unknown,Waterfront Communities-The Island,Entire home/apt,272.0,2.0,54,3.27,1,28,35577.600000000006
1181172900116895515,Amazing studio,Unknown,Waterfront Communities-The Island,Entire home/apt,116.0,30.0,0,0.0,22,240,0.0
1181223367740729000,Chic 1 Bedroom + Workspace Entertainment District!,Unknown,Waterfront Communities-The Island,Entire home/apt,237.0,3.0,29,1.37,1,350,12987.6
1181233954918712546,2BR home 5-min to Subway w FREE parkings & laundry,Unknown,Broadview North,Entire home/apt,474.0,1.0,30,1.54,2,153,29198.4
1181373647176829175,Private Basement Suite Toronto,Unknown,Runnymede-Bloor West Village,Entire home/apt,81.0,28.0,2,0.2,1,258,648.0000000000001
1181457951075609747,Master Bedroom-CN Tower View next to Union Station,Unknown,Waterfront Communities-The Island,Private room,90.0,28.0,1,0.06,1,180,216.0
1181488201638577218,Chic and Historic King West Loft!,Unknown,Niagara,Entire home/apt,104.0,5.0,23,1.14,1,316,4742.400000000001
1181742343534061322,One-Bedroom Queen West,Unknown,Little Portugal,Entire home/apt,113.0,28.0,1,0.07,13,237,316.40000000000003
1181814767511237057,3 Bed. Home in Keelesdale,Unknown,Keelesdale-Eglinton West,Entire home/apt,393.0,28.0,4,0.19,1,365,2986.8000000000006
1181875393736890405,"Private Room + Bath, 2 Min to Lansdowne Subway TTC",Unknown,Dovercourt-Wallace Emerson-Junction,Private room,173.0,1.0,69,3.31,2,259,22905.2
1181993019910163322,T. Bellwoods House on the Park,Unknown,Trinity-Bellwoods,Entire home/apt,387.0,28.0,0,0.0,1,263,0.0
1182042590109233310,Crystal Oasis,Unknown,Waterfront Communities-The Island,Entire home/apt,586.0,1.0,26,1.24,1,43,29065.600000000002
1182051905911099583,Triple Room,Unknown,York University Heights,Private room,181.0,1.0,1,0.12,2,365,868.8
1182066331569904748,375-13,Unknown,York University Heights,Private room,26.0,28.0,0,0.0,109,39,0.0
1182102775806740428,Elegant Apt in Downtown Toronto,Unknown,Waterfront Communities-The Island,Entire home/apt,133.0,28.0,2,0.77,1,216,4096.400000000001
1182158995740045772,RentX | Yorkville 1-Bed Suite - Gym/ Pool/WiFi,Unknown,Annex,Entire home/apt,181.0,3.0,29,1.44,1,315,10425.600000000002
1182191873374548152,"Feel at home Spacious Industrial Style, 2bed 2bath",Unknown,Roncesvalles,Entire home/apt,280.0,2.0,43,2.6,2,98,29120.000000000004
1182193338930567730,Upscale Townhome Retreat near Downsview Park Blvd,Unknown,Downsview-Roding-CFB,Entire home/apt,393.0,2.0,22,1.08,1,365,16977.600000000002
1182263141714380757,A great basement,Unknown,Leaside-Bennington,Entire home/apt,708.0,31.0,0,0.0,1,358,0.0
1182309162368799364,#1 Convvy-nient Residence! Charlie Room,Unknown,Mount Dennis,Private room,47.0,28.0,46,2.27,3,365,4267.6
1182564490916147129,Chic High Rise Urban Retreat with CN Tower View,Unknown,Waterfront Communities-The Island,Entire home/apt,334.0,1.0,134,6.41,1,110,85637.6
1182569642729961981,Modern 2BR Condo • Breathtaking Views • Parking,Unknown,Waterfront Communities-The Island,Entire home/apt,489.0,1.0,61,2.93,1,303,57310.80000000001
1182639950941702337,Affordable Room next Yorkdale mall,Unknown,Yorkdale-Glen Park,Private room,120.0,2.0,5,0.24,3,247,1152.0
1182676545692783486,Charming 1 Bedroom Condo,Unknown,Willowdale East,Entire home/apt,251.0,2.0,39,1.99,1,44,19979.6
1182702814467203329,FIFA Location! Cityview 40+ Floor Condo Walk to CN,Unknown,Waterfront Communities-The Island,Entire home/apt,443.0,1.0,91,4.45,1,28,78854.00000000001
1182724312745318186,26-32,Unknown,York University Heights,Private room,36.0,28.0,0,0.0,109,92,0.0
1182725381840662400,26-21,Unknown,York University Heights,Private room,32.0,28.0,0,0.0,109,289,0.0
1182729295024394895,324-11 Cozy room with shared bathroom,Unknown,York University Heights,Private room,30.0,28.0,0,0.0,109,195,0.0
1182730267868455456,324-03 basement room,Unknown,York University Heights,Private room,27.0,28.0,3,0.17,109,165,183.60000000000002
1182776398230863394,"Single Bedroom in Downtown Toronto, walk to UoT.",Unknown,Church-Yonge Corridor,Private room,167.0,2.0,5,0.3,2,83,2004.0
1182829806891194090,Spacious Suit in Guildwood village,Unknown,Guildwood,Private room,194.0,1.0,24,1.22,1,224,9467.2
1182859429054920842,Cozy private room @ Downtown Toronto,Unknown,Trinity-Bellwoods,Private room,54.0,28.0,5,0.25,4,229,540.0
1182868299730763989,Cozy private room @ Downtown Toronto,Unknown,Trinity-Bellwoods,Private room,54.0,28.0,5,0.25,4,183,540.0
1183265797677967239,Modern 1Bd+Den in Downtown Toronto,Unknown,Bay Street Corridor,Entire home/apt,406.0,1.0,8,0.38,1,223,6171.200000000001
1183335258626131879,"World Cup, Convention Centre, Downtown Townhouse",Unknown,Waterfront Communities-The Island,Entire home/apt,647.0,1.0,23,1.13,1,188,29244.399999999998
1183410592050513840,Comfort & Convenience in Toronto’s Little Italy,Unknown,Trinity-Bellwoods,Entire home/apt,455.0,2.0,33,1.67,1,261,30394.0
1183447088305415129,Midtown Toronto Condo!,Unknown,Mount Pleasant West,Entire home/apt,319.0,2.0,79,3.77,1,241,48105.200000000004
1183934025288741395,The Sunshine Room.,Unknown,Trinity-Bellwoods,Private room,128.0,1.0,19,0.99,3,107,5068.8
1184047516000178277,Cozy gem in Roncesvalles Village,Unknown,High Park-Swansea,Entire home/apt,135.0,28.0,0,0.0,1,270,0.0
1184099293550440625,Room for student close to UTSC,Unknown,Highland Creek,Private room,37.0,28.0,2,0.11,6,269,162.8
1184131040499887008,Bright Studio Condo Near Waterfront • Free Parking,Unknown,Niagara,Entire home/apt,127.0,1.0,45,2.16,1,335,10972.800000000001
1184144344378838319,V-Swim Suite-3,Unknown,Centennial Scarborough,Private room,52.0,1.0,9,3.6,3,254,7488.000000000002
1184298174002283595,V-Swim Suite-2,Unknown,Centennial Scarborough,Private room,57.0,1.0,1,1.0,3,269,2280.0
1184677648193670595,Contemporary at The Well,Unknown,Waterfront Communities-The Island,Entire home/apt,162.0,31.0,4,0.22,2,355,1425.6000000000001
1184867545654230988,A Sub-Penthouse DT Toronto Best Views,Unknown,Waterfront Communities-The Island,Entire home/apt,315.0,1.0,54,2.57,1,251,32382.0
1184926395345987992,Best Deal/Toronto 3Bd w/Hwy404/1 Parking/BestFood,Unknown,L'Amoreaux,Entire home/apt,127.0,28.0,20,0.96,1,55,4876.8
1185314144116514061,Queen bed-Main Floor-Free Parking-Self Check In #1,Unknown,Black Creek,Private room,112.0,1.0,52,2.49,4,127,11155.2
1185438659135819384,Cozy 1BDRM King West,Unknown,Niagara,Entire home/apt,367.0,1.0,44,2.2,1,168,32296.000000000004
1185518211238327240,202,Unknown,Agincourt South-Malvern West,Private room,39.0,28.0,5,0.25,7,228,390.0
1185534037952712326,203,Unknown,Agincourt South-Malvern West,Private room,40.0,28.0,5,0.26,7,270,416.0
1185539515505455859,101（oasis）,Unknown,Agincourt South-Malvern West,Private room,41.0,28.0,2,0.1,7,270,164.00000000000003
1185631216873662900,b01,Unknown,Agincourt South-Malvern West,Private room,40.0,28.0,3,0.17,7,270,272.0
1185683764189162970,A stunning ZEN sanctuary in Little Italy,Unknown,Trinity-Bellwoods,Entire home/apt,133.0,28.0,2,0.12,1,64,638.4
1185710881915905047,A Modern Californian Home,Unknown,Humber Heights-Westmount,Entire home/apt,263.0,1.0,60,2.86,1,356,30087.2
1186163881988107796,Modern Downtown Studio w/ City View,Unknown,Waterfront Communities-The Island,Entire home/apt,301.0,1.0,92,4.62,2,79,55624.8
1186196837547298531,Quiet 2-Bedroom Unit Near Kipling METRO,Unknown,Islington-City Centre West,Entire home/apt,149.0,1.0,48,2.31,1,61,13767.6
1186198194706421433,Toronto DT 3 bedroom +2 bath Condo+CN Tower+Lake,Unknown,Waterfront Communities-The Island,Entire home/apt,935.0,1.0,24,1.17,12,261,43758.0
1186255284884302253,Peaceful Room in Victorian House with Hot Tub,Unknown,Regent Park,Private room,168.0,1.0,101,4.89,5,222,32860.799999999996
1186270151067985165,"Cozy Room–Main Floor, Near Subway& Free Parking #2",Unknown,Black Creek,Private room,109.0,1.0,46,2.2,4,153,9592.000000000002
1186293956926472892,2BR Condo in Heart of Downtown,Unknown,Waterfront Communities-The Island,Entire home/apt,312.0,28.0,5,0.24,1,365,2995.2
1186344103031476228,Toronto 3BR Home Near Yonge/Eglinton! Free Parking,Unknown,Mount Pleasant East,Entire home/apt,436.0,2.0,39,1.88,1,305,32787.200000000004
1186355491331314832,Apartment in Dovercourt Village,Unknown,Dovercourt-Wallace Emerson-Junction,Entire home/apt,206.0,2.0,38,1.94,1,89,15985.600000000002
1186393857933183372,Single Room-Main floor-Bus at Door& Near Subway #3,Unknown,Black Creek,Private room,96.0,1.0,53,2.53,4,161,9715.2
1186439976456785993,Elegant Core: Toronto Luxury,Unknown,Waterfront Communities-The Island,Entire home/apt,409.0,1.0,40,2.09,1,227,34192.399999999994
1186536104937510491,Super Host Newly Reno /2nd/Private Bathroom/#2,Unknown,St.Andrew-Windfields,Private room,119.0,2.0,31,1.49,3,107,7092.400000000001
1186951608531724363,Waterfront cozy master bedroom,Unknown,Waterfront Communities-The Island,Private room,111.0,28.0,0,0.0,1,365,0.0
1187054537105838198,"Entire Condo in Yorkville, Downtown Toronto 1+1",Unknown,Annex,Entire home/apt,456.0,2.0,45,2.26,1,322,41222.399999999994
1187070288446870396,Basement Apartment In Etobicoke,Unknown,New Toronto,Entire home/apt,93.0,28.0,0,0.0,9,365,0.0
1187210717009567061,"Quiet home,friendly neighborhood",Unknown,Alderwood,Private room,80.0,1.0,34,1.63,1,14,5216.0
1187302970767327799,Beautiful bedroom near subway,Unknown,Stonegate-Queensway,Private room,73.0,2.0,2,0.39,4,145,1138.8
1187451503702026914,Large 1+ Condo@Heart of Downtown,Unknown,Waterfront Communities-The Island,Entire home/apt,97.0,28.0,0,0.0,5,170,0.0
1187460288687741954,room in heart of entertainment,Unknown,Waterfront Communities-The Island,Private room,84.0,28.0,0,0.0,5,190,0.0
1187535634567056887,3BR Main Floor - For up to 5 Guests - Self Checkin,Unknown,Black Creek,Private room,471.0,1.0,3,0.15,4,121,2826.0
1187602150053889477,"Cozy 3BR apartment in Queen West, Downtown Toronto",Unknown,Roncesvalles,Entire home/apt,177.0,2.0,35,1.93,1,154,13664.4
1187670806760489976,Charming Room Near Pearson Airport - Free Parking,Unknown,Rexdale-Kipling,Private room,49.0,28.0,36,1.79,4,157,3508.4000000000005
1187708106283145423,3 Min to Subway | Free Parking* | Free Laundry,Unknown,Yonge-Eglinton,Entire home/apt,307.0,1.0,55,2.64,4,84,32419.200000000004
1187717104482069601,Super Luxury White house - Entire Home,Unknown,Agincourt South-Malvern West,Entire home/apt,377.0,1.0,21,1.02,1,238,15381.600000000002
1187742336555482913,Private Studio Suite in North York Toronto,Unknown,Lansing-Westgate,Entire home/apt,330.0,1.0,36,1.8,1,254,23760.000000000004
1187753444585946846,1Br + Den Free Parking Fort York Escape,Unknown,Niagara,Entire home/apt,181.0,28.0,16,0.79,1,198,5719.6
1187832276387475511,Lakeview Luxury Condo Suite,Unknown,Mimico (includes Humber Bay Shores),Entire home/apt,260.0,2.0,42,2.55,1,319,26520.0
1187950758398241235,Modern Private Space in Upper Beaches,Unknown,East End-Danforth,Entire home/apt,206.0,2.0,29,1.47,1,250,12112.800000000001
